,NatureAccident,ClassificationOfAccident,Fatal,Grevious,Minor,Injured,AccYear,AccDay
45181,5,4,0,0,0,0,2018,20
45182,2,4,0,2,1,1,2018,20
45184,7,2,0,0,0,0,2018,19
45185,7,1,3,2,2,3,2018,19
45186,2,3,0,2,1,1,2018,19
45189,4,2,2,10,3,4,2018,18
45190,2,2,0,2,1,1,2018,18
45191,4,1,2,0,0,0,2018,17
45192,4,3,0,0,2,0,2018,17
45193,6,2,0,1,0,0,2018,16
45195,2,2,1,5,0,0,2018,16
45196,3,3,0,0,1,0,2018,15
45197,1,1,0,0,0,0,2018,15
45198,6,5,3,2,5,4,2018,15
45199,2,1,1,5,0,0,2018,15
45200,2,2,0,1,0,0,2018,14
45201,2,1,1,2,1,0,2018,14
45202,2,3,0,0,1,0,2018,14
45203,3,3,1,2,3,2,2018,14
45204,2,3,0,0,1,0,2018,14
45205,4,2,0,1,1,0,2018,13
45206,2,1,1,0,3,1,2018,13
45207,2,2,0,2,0,0,2018,13
45208,2,3,0,0,1,0,2018,13
45209,5,4,0,0,0,0,2018,1
45210,2,1,3,0,1,0,2018,1
45211,1,4,0,10,3,3,2018,1
45212,2,4,0,0,0,2,2018,1
45213,7,2,0,0,0,0,2018,1
45214,2,3,0,0,2,4,2018,1
45215,1,2,4,7,1,5,2018,1
45216,5,3,2,4,2,5,2018,1
45218,2,3,0,1,2,5,2018,1
45220,2,2,0,2,0,0,2018,1
45221,2,1,1,0,0,0,2018,1
45222,4,5,3,8,3,1,2018,1
45223,6,4,1,10,4,5,2018,1
45224,2,3,0,0,1,0,2018,1
45225,2,4,0,2,1,2,2018,1
45226,2,3,0,2,1,2,2018,1
45227,2,2,0,2,1,2,2018,1
45228,2,4,0,1,0,2,2018,1
45229,1,5,2,8,3,1,2018,1
45230,2,2,0,1,0,2,2018,1
45231,8,1,3,4,1,2,2018,1
45232,2,3,2,10,3,1,2018,1
45233,2,2,0,2,0,0,2017,31
45234,1,3,0,0,2,0,2017,30
45235,2,3,4,1,2,5,2017,29
45236,2,2,0,0,1,0,2017,28
45237,6,1,0,8,5,1,2017,27
45238,2,2,0,1,0,0,2017,27
45239,1,3,1,2,3,3,2017,27
45240,1,3,1,2,3,3,2017,27
45241,5,3,2,4,3,4,2017,24
45242,2,3,0,0,1,0,2017,24
45243,2,4,0,2,1,1,2017,23
45244,3,3,3,10,3,1,2017,23
45245,2,3,0,2,1,1,2017,22
45246,2,2,0,2,1,1,2017,21
45247,2,2,1,5,0,0,2017,19
45248,2,1,1,5,0,0,2017,18
45249,1,5,3,9,1,3,2017,17
45250,2,3,0,0,1,0,2017,17
45251,2,3,0,0,1,0,2017,16
45252,7,5,2,4,4,3,2017,16
45253,2,2,0,2,0,0,2017,13
45254,2,4,1,6,3,4,2017,13
45255,1,3,0,0,2,0,2017,12
45256,2,2,0,0,1,0,2017,12
45257,5,1,2,1,4,3,2017,12
45258,5,1,2,1,4,3,2017,12
45259,2,2,0,1,0,0,2017,12
45260,8,5,0,3,5,5,2017,12
45261,5,1,1,10,1,2,2017,12
45262,2,3,0,0,1,0,2017,12
45263,2,2,2,9,5,3,2017,12
45264,6,3,2,9,1,5,2017,12
45265,2,4,0,2,1,1,2017,12
45266,2,3,0,2,1,1,2017,12
45267,2,2,0,2,1,1,2017,12
45268,6,3,4,10,3,2,2017,12
45269,2,3,3,10,2,5,2017,12
45270,5,3,2,6,2,4,2017,12
45271,2,2,1,5,0,0,2017,12
45272,2,1,1,5,0,0,2017,30
45273,2,3,0,0,1,0,2017,29
45274,1,4,2,6,1,3,2017,29
45275,2,3,0,0,1,0,2017,28
45276,8,4,4,8,5,2,2017,24
45277,4,3,3,4,1,4,2017,24
45278,2,2,0,7,4,1,2017,23
45279,6,2,0,4,1,3,2017,22
45280,8,2,0,2,4,2,2017,20
45281,1,2,1,1,2,5,2017,16
45282,5,4,2,9,3,1,2017,13
45283,2,3,1,5,2,2,2017,13
45284,8,5,2,2,5,4,2017,11
45285,2,2,0,2,0,0,2017,11
45286,1,3,0,0,2,0,2017,11
45287,3,5,0,1,4,5,2017,11
45288,2,2,0,0,1,0,2017,11
45289,2,2,0,1,0,0,2017,11
45290,7,4,4,5,4,3,2017,11
45291,7,4,4,5,4,3,2017,11
45292,3,4,3,6,3,1,2017,11
45293,2,3,0,0,1,0,2017,11
45294,2,4,0,2,1,1,2017,11
45295,2,3,0,2,1,1,2017,11
45296,2,2,0,2,1,1,2017,11
45297,7,5,2,3,1,1,2017,11
45298,1,2,1,5,5,1,2017,11
45299,2,2,1,5,0,0,2017,31
45300,2,1,1,5,0,0,2017,30
45301,7,1,4,2,1,4,2017,29
45302,2,3,0,0,1,0,2017,29
45303,2,3,0,0,1,0,2017,28
45304,1,1,1,1,1,1,2017,26
45305,1,1,1,1,1,1,2017,26
45306,1,1,3,7,2,1,2017,24
45307,1,1,4,4,2,4,2017,22
45308,6,3,4,4,2,3,2017,22
45309,4,4,1,9,4,1,2017,20
45310,4,4,1,9,4,1,2017,20
45311,4,2,1,8,2,5,2017,16
45312,4,5,0,4,1,2,2017,10
45313,4,5,0,4,1,2,2017,10
45314,3,1,1,6,2,1,2017,10
45315,8,2,4,7,1,4,2017,10
45316,7,4,0,1,1,5,2017,10
45317,7,4,0,1,1,5,2017,10
45318,3,2,1,7,4,4,2017,10
45319,3,3,2,10,3,3,2017,10
45320,2,4,3,6,2,4,2017,10
45321,2,3,1,3,3,2,2017,10
45322,8,2,3,7,3,2,2017,10
45323,3,1,3,8,2,5,2017,10
45324,6,3,1,5,3,3,2017,29
45325,3,4,2,9,4,2,2017,26
45326,7,3,1,1,4,5,2017,26
45327,7,3,1,1,4,5,2017,26
45328,6,1,4,4,1,1,2017,25
45329,1,3,0,1,3,1,2017,24
45330,1,3,0,1,3,1,2017,24
45331,3,3,1,4,2,3,2017,22
45332,8,1,3,9,2,4,2017,21
45333,1,5,0,9,5,5,2017,20
45334,5,2,2,9,3,5,2017,15
45335,7,5,3,4,3,2,2017,9
45336,8,5,4,1,1,3,2017,9
45337,8,5,0,4,5,4,2017,9
45338,8,5,0,4,5,4,2017,9
45339,4,2,2,1,5,3,2017,9
45340,2,4,1,6,1,4,2017,9
45341,2,4,1,6,1,4,2017,9
45342,5,1,3,1,3,1,2017,9
45343,8,1,0,10,1,5,2017,31
45344,3,1,4,7,1,2,2017,30
45345,3,1,4,7,1,2,2017,30
45346,8,1,2,8,4,4,2017,29
45347,7,5,4,10,4,1,2017,28
45348,7,5,4,10,4,1,2017,28
45349,2,3,0,0,1,0,2017,27
45350,2,2,0,2,0,0,2017,26
45351,2,4,0,0,0,2,2017,25
45352,8,3,4,8,2,2,2017,24
45354,6,3,3,2,3,4,2017,22
45355,2,1,1,0,0,0,2017,22
45356,3,1,1,3,4,3,2017,21
45357,2,3,0,0,1,0,2017,21
45358,8,2,3,8,3,2,2017,21
45359,8,2,3,8,3,2,2017,21
45360,2,5,3,8,2,5,2017,20
45361,2,4,0,2,1,2,2017,20
45362,2,3,0,2,1,2,2017,19
45363,2,2,0,2,1,2,2017,18
45364,2,4,0,1,0,2,2017,17
45365,2,2,0,1,0,2,2017,16
45366,1,1,4,4,2,3,2017,14
45367,2,2,0,2,0,0,2017,13
45368,1,3,0,0,2,0,2017,8
45369,1,4,4,10,1,4,2017,8
45370,2,2,0,0,1,0,2017,8
45371,1,3,2,10,2,5,2017,8
45372,2,2,0,1,0,0,2017,8
45373,2,3,0,0,1,0,2017,8
45374,7,5,0,3,3,5,2017,8
45375,3,4,0,2,3,2,2017,8
45376,2,4,0,2,1,1,2017,8
45377,2,2,3,5,1,4,2017,8
45378,2,3,0,2,1,1,2017,8
45379,1,3,4,4,4,5,2017,8
45380,2,5,4,2,4,5,2017,8
45381,2,2,0,2,1,1,2017,8
45382,2,2,1,5,0,0,2017,8
45383,2,1,1,5,0,0,2017,31
45384,2,3,0,0,1,0,2017,30
45385,5,3,0,4,4,2,2017,30
45386,7,4,1,4,5,1,2017,29
45387,2,3,0,0,1,0,2017,29
45388,5,5,4,6,2,4,2017,29
45389,5,5,4,6,2,4,2017,29
45390,8,2,0,8,1,2,2017,28
45391,6,5,0,3,1,4,2017,26
45392,6,3,4,6,2,2,2017,22
45393,3,4,4,1,1,2,2017,21
45394,5,1,4,8,1,4,2017,21
45395,5,1,4,8,1,4,2017,21
45396,1,1,3,10,4,5,2017,18
45397,7,2,4,7,4,2,2017,18
45398,1,1,3,10,4,5,2017,18
45399,7,2,4,7,4,2,2017,18
45400,6,4,2,1,3,4,2017,16
45401,1,1,4,6,2,2,2017,15
45402,2,5,0,9,2,4,2017,14
45403,7,5,2,8,1,5,2017,14
45404,2,3,0,0,1,0,2017,13
45405,2,2,2,6,5,4,2017,7
45406,2,2,0,2,0,0,2017,7
45407,2,4,0,0,0,2,2017,7
45408,7,4,4,5,5,4,2017,7
45409,7,4,4,5,5,4,2017,7
45410,2,1,4,3,5,4,2017,7
45412,2,1,1,0,0,0,2017,7
45413,5,2,4,10,2,5,2017,7
45414,5,2,4,10,2,5,2017,7
45415,8,4,1,3,4,5,2017,7
45416,2,3,0,0,1,0,2017,7
45417,1,4,2,9,5,1,2017,7
45418,1,4,2,9,5,1,2017,7
45419,2,4,0,2,1,2,2017,7
45420,2,3,0,2,1,2,2017,7
45421,1,5,4,1,2,2,2017,7
45422,2,2,0,2,1,2,2017,7
45423,2,4,0,1,0,2,2017,7
45424,5,2,2,5,3,2,2017,7
45425,2,2,0,1,0,2,2017,7
45426,2,2,0,2,0,0,2017,29
45427,1,3,0,0,2,0,2017,28
45428,7,5,4,7,2,2,2017,27
45429,7,1,1,6,1,1,2017,26
45430,2,2,0,0,1,0,2017,26
45431,2,4,4,4,1,5,2017,25
45432,2,2,0,1,0,0,2017,25
45433,1,4,4,7,2,2,2017,24
45434,1,5,2,6,2,2,2017,24
45435,8,5,2,8,3,3,2017,24
45436,8,5,2,8,3,3,2017,24
45437,2,3,0,0,1,0,2017,22
45438,2,4,0,2,1,1,2017,21
45439,6,1,4,5,5,3,2017,20
45440,2,3,0,2,1,1,2017,20
45441,4,4,3,1,4,1,2017,19
45442,2,2,0,2,1,1,2017,19
45443,2,2,1,5,0,0,2017,17
45444,2,1,1,5,0,0,2017,16
45445,5,2,4,5,2,3,2017,15
45446,2,3,0,0,1,0,2017,15
45447,1,2,4,4,3,2,2017,14
45448,8,2,1,5,5,4,2017,14
45449,2,3,0,0,1,0,2017,14
45450,2,1,1,4,2,3,2017,14
45451,6,3,0,2,5,2,2017,14
45452,2,1,1,4,2,3,2017,14
45453,7,2,2,4,1,1,2017,13
45454,8,5,4,4,4,1,2017,13
45455,8,5,4,4,4,1,2017,13
45456,2,2,0,2,0,0,2017,6
45457,1,3,0,0,2,0,2017,6
45458,1,4,1,5,3,5,2017,6
45459,1,4,1,5,3,5,2017,6
45460,1,4,2,9,4,5,2017,6
45461,1,4,2,9,4,5,2017,6
45462,2,4,0,9,1,2,2017,6
45463,5,5,4,9,2,5,2017,6
45464,6,1,4,8,1,2,2017,6
45465,7,5,2,3,4,4,2017,6
45466,1,2,2,10,1,4,2017,6
45467,3,5,3,1,3,2,2017,6
45468,7,4,4,4,4,4,2017,30
45469,7,4,4,4,4,4,2017,30
45470,5,5,4,9,5,1,2017,30
45471,1,2,4,7,4,3,2017,29
45472,1,2,4,7,4,3,2017,29
45473,8,4,0,8,4,1,2017,28
45474,5,5,2,7,2,2,2017,28
45475,7,4,4,8,4,5,2017,27
45476,2,4,2,6,5,5,2017,24
45477,8,4,0,10,5,3,2017,21
45478,3,2,1,9,2,1,2017,18
45479,1,5,2,3,1,2,2017,18
45480,8,4,1,9,3,5,2017,17
45481,6,2,1,5,2,2,2017,15
45482,5,1,1,4,4,1,2017,15
45483,4,5,3,6,4,3,2017,15
45484,4,5,3,6,4,3,2017,15
45485,4,2,1,8,1,5,2017,14
45486,8,2,4,5,5,4,2017,14
45487,7,5,1,9,2,1,2017,5
45488,5,5,1,10,3,1,2017,5
45489,8,5,0,4,5,4,2017,5
45490,6,1,2,8,3,2,2017,5
45491,4,2,0,4,3,3,2017,5
45492,3,2,2,5,1,4,2017,5
45493,5,2,3,2,1,2,2017,5
45494,7,5,3,7,3,1,2017,5
45495,1,4,0,7,2,3,2017,5
45496,8,5,4,9,2,5,2017,5
45497,5,5,2,5,3,5,2017,5
45498,7,1,3,7,2,3,2017,5
45499,7,1,3,7,2,3,2017,5
45500,5,5,0,6,4,1,2017,5
45501,2,2,2,6,4,4,2017,30
45502,3,1,0,2,3,1,2017,29
45503,5,4,2,9,5,3,2017,27
45504,2,2,2,2,1,1,2017,27
45505,6,1,1,6,1,2,2017,25
45506,5,5,3,5,3,3,2017,24
45507,5,5,3,5,3,3,2017,24
45508,2,5,2,6,4,4,2017,23
45509,3,3,0,3,3,5,2017,23
45510,3,3,0,3,3,5,2017,23
45511,6,4,4,7,4,1,2017,20
45512,6,4,4,7,4,1,2017,20
45513,4,4,4,4,5,4,2017,19
45514,8,2,2,9,4,5,2017,17
45515,5,4,3,6,2,1,2017,17
45516,5,4,3,6,2,1,2017,17
45517,5,4,0,4,2,3,2017,15
45518,5,2,3,1,1,3,2017,4
45519,5,2,3,1,1,3,2017,4
45520,4,2,0,8,3,2,2017,4
45521,4,2,0,8,3,2,2017,4
45522,1,5,1,10,3,2,2017,4
45523,1,4,0,6,1,4,2017,4
45524,8,2,1,6,4,1,2017,4
45525,8,2,1,6,4,1,2017,4
45526,1,2,1,5,3,4,2017,31
45527,3,2,4,7,3,4,2017,28
45528,3,2,4,2,5,3,2017,21
45529,1,3,4,6,5,1,2017,13
45530,5,4,4,4,2,3,2017,13
45531,5,4,4,4,2,3,2017,13
45532,2,2,1,6,1,5,2017,3
45533,1,2,1,2,1,3,2017,3
45534,1,5,0,3,2,4,2017,3
45535,1,5,0,3,2,4,2017,3
45536,3,2,2,6,3,3,2017,3
45537,3,2,2,6,3,3,2017,3
45538,1,2,4,6,3,4,2017,3
45539,6,3,2,4,2,5,2017,26
45540,7,3,4,2,2,4,2017,22
45541,5,5,4,7,1,5,2017,21
45542,5,5,4,7,1,5,2017,21
45543,1,3,3,7,4,5,2017,19
45544,6,5,0,9,3,3,2017,18
45545,6,5,0,9,3,3,2017,18
45546,6,5,4,10,3,5,2017,17
45547,7,5,2,7,4,5,2017,16
45548,2,4,0,2,1,2,2017,16
45549,2,3,0,2,1,2,2017,15
45550,2,2,0,2,1,2,2017,14
45551,2,3,4,10,2,1,2017,13
45552,7,2,4,3,2,3,2017,13
45553,5,3,4,3,5,1,2017,2
45554,6,1,3,6,1,1,2017,2
45555,2,2,4,3,1,2,2017,2
45556,8,4,0,7,5,3,2017,2
45557,3,1,1,1,5,2,2017,2
45558,1,2,0,10,5,1,2017,2
45559,2,1,4,6,1,4,2017,31
45560,5,5,0,7,2,2,2017,29
45561,7,5,0,8,3,4,2017,24
45562,6,5,3,8,1,1,2017,23
45563,1,3,4,5,1,5,2017,22
45564,6,3,4,7,1,5,2017,21
45565,6,3,4,7,1,5,2017,21
45566,5,5,0,7,1,3,2017,20
45567,8,4,1,9,3,1,2017,20
45568,4,5,2,6,4,4,2017,19
45569,1,1,2,9,2,2,2017,18
45570,1,3,3,5,3,1,2017,16
45571,3,4,1,9,3,1,2017,15
45572,4,1,4,9,4,2,2017,14
45573,6,5,3,4,1,4,2017,1
45574,6,5,3,4,1,4,2017,1
45575,1,4,0,2,3,5,2017,1
45576,8,1,2,1,3,4,2017,1
45577,5,5,3,8,1,4,2017,1
45578,2,1,2,4,5,1,2017,1
45579,4,4,0,2,3,2,2017,1
45580,2,4,0,2,1,2,2017,1
45581,2,3,0,2,1,2,2017,1
45582,6,4,1,3,2,5,2016,31
45583,4,4,0,2,4,2,2016,31
45584,2,2,0,2,1,2,2016,31
45585,4,4,0,2,4,2,2016,31
45586,6,4,1,3,2,5,2016,31
45587,7,4,0,6,3,3,2016,30
45588,7,4,0,6,3,3,2016,30
45589,5,5,2,8,5,4,2016,28
45590,5,1,1,1,1,3,2016,27
45591,5,5,4,7,3,3,2016,26
45592,5,5,4,7,3,3,2016,26
45593,1,2,1,7,3,2,2016,24
45594,5,5,2,4,1,1,2016,22
45595,8,1,2,3,1,3,2016,18
45596,8,2,3,2,3,4,2016,17
45597,5,3,3,9,4,4,2016,16
45598,4,1,0,10,2,1,2016,13
45599,1,3,0,6,1,4,2016,12
45600,8,1,4,1,5,5,2016,12
45601,8,3,4,8,5,4,2016,12
45602,7,4,3,3,5,4,2016,12
45603,1,3,0,3,3,2,2016,12
45604,1,3,0,3,3,2,2016,12
45605,3,2,0,10,3,1,2016,12
45606,3,2,0,10,3,1,2016,12
45607,5,4,3,1,2,1,2016,12
45608,7,2,2,4,4,4,2016,12
45609,1,4,0,4,5,4,2016,12
45610,6,3,1,2,5,4,2016,12
45611,6,1,4,6,4,3,2016,12
45612,3,5,1,8,4,3,2016,12
45613,4,5,3,5,5,4,2016,28
45614,4,5,1,3,2,4,2016,27
45615,4,5,1,3,2,4,2016,27
45616,2,4,2,9,1,2,2016,27
45617,2,2,1,5,2,1,2016,26
45618,7,2,1,3,5,3,2016,26
45619,1,3,4,10,1,4,2016,25
45620,3,5,4,3,1,3,2016,24
45621,3,1,4,7,4,1,2016,22
45622,7,1,1,2,3,3,2016,17
45623,7,4,2,9,5,5,2016,16
45624,3,2,4,6,4,5,2016,16
45625,3,2,4,6,4,5,2016,16
45626,8,5,4,3,3,4,2016,15
45627,6,1,2,3,1,4,2016,14
45628,8,2,2,8,3,1,2016,14
45629,7,2,1,2,5,2,2016,11
45630,2,4,1,3,5,2,2016,11
45631,2,4,1,3,5,2,2016,11
45632,4,5,2,6,2,1,2016,11
45633,2,5,2,8,3,2,2016,11
45634,3,3,0,6,2,3,2016,11
45635,2,2,0,1,3,2,2016,11
45636,3,4,1,4,2,4,2016,11
45637,2,2,0,1,3,2,2016,11
45638,3,4,1,4,2,4,2016,11
45639,6,1,2,5,2,2,2016,11
45640,5,4,4,6,5,5,2016,11
45641,4,5,3,5,3,4,2016,11
45642,4,5,3,5,3,4,2016,11
45643,5,4,1,6,5,5,2016,11
45644,4,1,3,8,4,1,2016,29
45645,5,3,2,4,5,4,2016,29
45646,5,3,2,4,5,4,2016,29
45647,4,5,2,9,3,3,2016,28
45648,5,5,0,1,5,1,2016,28
45649,5,5,0,1,5,1,2016,28
45650,3,5,1,8,1,5,2016,27
45651,8,4,3,5,5,4,2016,27
45652,8,4,3,5,5,4,2016,27
45653,5,3,4,3,5,1,2016,27
45654,4,5,1,8,4,4,2016,26
45655,4,5,3,2,3,1,2016,23
45656,4,5,3,2,3,1,2016,23
45657,8,5,4,2,3,5,2016,19
45658,7,1,2,10,4,1,2016,18
45659,7,1,2,10,4,1,2016,18
45660,7,4,0,6,2,3,2016,17
45661,3,3,0,9,3,1,2016,16
45662,4,5,1,8,1,4,2016,10
45663,7,5,0,9,4,5,2016,10
45664,2,4,4,10,5,3,2016,10
45665,1,5,4,8,5,2,2016,10
45666,3,4,3,6,1,4,2016,10
45667,7,3,3,10,3,1,2016,10
45668,3,4,0,4,3,2,2016,30
45669,8,1,3,2,3,1,2016,30
45670,2,1,2,9,2,2,2016,28
45671,7,2,4,6,2,1,2016,25
45672,5,1,4,6,2,1,2016,24
45673,3,5,0,4,1,3,2016,23
45674,6,5,0,5,2,1,2016,22
45675,4,5,1,8,4,3,2016,16
45676,7,1,2,6,1,3,2016,15
45677,3,1,3,8,5,3,2016,15
45678,1,5,2,1,2,4,2016,9
45679,2,2,1,3,3,4,2016,9
45680,2,2,1,3,3,4,2016,9
45681,2,5,3,7,4,4,2016,9
45682,5,4,3,8,1,2,2016,9
45683,3,2,2,1,1,4,2016,9
45684,5,4,3,8,1,2,2016,9
45685,3,2,2,1,1,4,2016,9
45686,2,2,0,1,4,5,2016,9
45687,2,2,1,7,3,1,2016,9
45688,8,2,2,6,1,5,2016,9
45689,3,4,0,1,1,3,2016,9
45690,3,4,0,1,1,3,2016,9
45691,1,5,1,1,4,3,2016,9
45692,5,5,0,8,5,2,2016,28
45693,7,2,3,7,1,3,2016,27
45694,2,2,2,10,1,3,2016,25
45695,7,5,2,5,3,3,2016,24
45696,2,5,2,1,1,1,2016,24
45697,3,4,3,10,1,4,2016,22
45698,4,4,0,7,2,2,2016,16
45699,8,4,1,4,5,5,2016,15
45700,2,4,0,2,1,2,2016,15
45701,1,4,1,4,5,2,2016,14
45702,2,3,0,2,1,2,2016,14
45703,2,3,4,9,1,2,2016,13
45704,2,2,0,2,1,2,2016,13
45705,2,3,4,9,1,2,2016,13
45706,5,2,4,6,4,2,2016,8
45707,8,1,0,10,4,3,2016,8
45708,6,3,0,2,3,3,2016,8
45709,4,2,0,10,1,5,2016,8
45710,4,2,0,10,1,5,2016,8
45711,2,2,2,6,2,5,2016,8
45712,4,3,3,3,4,3,2016,8
45713,6,3,3,9,3,2,2016,8
45714,1,4,0,7,3,1,2016,31
45715,2,4,4,4,4,5,2016,30
45716,3,5,4,10,5,1,2016,30
45717,3,5,4,10,5,1,2016,30
45718,4,3,2,9,3,1,2016,30
45719,6,5,0,10,1,5,2016,28
45720,6,5,0,10,1,5,2016,28
45721,6,5,1,5,2,1,2016,26
45722,5,4,1,7,5,4,2016,24
45723,5,1,4,4,5,3,2016,24
45724,5,1,4,4,5,3,2016,24
45725,1,2,3,6,3,5,2016,23
45726,2,3,4,10,2,3,2016,21
45727,5,2,4,7,1,2,2016,19
45728,2,5,4,1,1,1,2016,14
45729,4,1,4,7,3,4,2016,7
45730,3,4,4,7,4,2,2016,7
45731,2,2,4,5,4,1,2016,7
45732,7,3,0,4,4,2,2016,7
45733,7,2,0,3,1,1,2016,7
45734,2,5,0,6,1,3,2016,7
45735,3,3,1,10,3,5,2016,7
45736,7,4,0,7,2,2,2016,7
45737,6,3,4,2,2,5,2016,7
45738,7,1,4,7,5,2,2016,29
45739,5,2,1,1,3,3,2016,28
45740,7,1,2,10,3,4,2016,27
45741,1,3,4,1,5,4,2016,26
45742,3,5,1,5,4,1,2016,24
45743,3,4,1,3,2,4,2016,23
45744,4,1,0,10,2,1,2016,18
45745,6,2,2,5,2,4,2016,17
45746,2,1,1,6,3,3,2016,17
45747,6,3,4,3,5,4,2016,16
45748,2,5,2,5,1,3,2016,16
45749,6,2,1,10,1,4,2016,16
45750,1,4,1,4,1,2,2016,16
45751,6,2,1,10,1,4,2016,16
45752,1,4,1,4,1,2,2016,16
45753,7,5,2,1,1,1,2016,15
45754,2,4,0,2,1,2,2016,15
45755,2,3,0,2,1,2,2016,14
45756,7,1,2,1,5,1,2016,13
45757,4,4,3,8,3,4,2016,13
45758,2,2,0,2,1,2,2016,13
45759,2,2,2,7,1,3,2016,13
45760,6,1,2,10,4,2,2016,6
45761,1,1,4,9,2,4,2016,6
45762,4,5,2,8,2,5,2016,6
45763,4,5,0,10,4,5,2016,6
45764,4,1,2,5,3,3,2016,6
45765,4,4,4,9,1,3,2016,31
45766,4,5,2,6,4,3,2016,29
45767,2,5,1,10,4,5,2016,27
45768,5,1,2,7,2,4,2016,27
45769,3,5,3,4,4,1,2016,25
45770,5,5,0,8,4,1,2016,25
45771,8,3,3,3,1,5,2016,23
45772,2,4,4,9,5,4,2016,22
45773,4,2,2,1,5,2,2016,21
45774,3,5,1,10,4,3,2016,20
45775,4,3,3,9,3,4,2016,17
45776,8,2,3,2,4,1,2016,13
45777,5,2,4,8,2,4,2016,5
45778,2,3,3,1,3,3,2016,5
45779,8,3,2,10,3,1,2016,5
45780,8,1,0,2,4,5,2016,5
45781,8,3,3,6,2,1,2016,5
45782,8,3,3,6,2,1,2016,5
45783,5,2,2,3,5,3,2016,5
45784,2,2,1,2,2,4,2016,5
45785,4,3,4,8,5,4,2016,5
45786,7,1,0,2,2,3,2016,5
45787,5,2,2,9,4,1,2016,5
45788,5,1,3,6,2,4,2016,5
45789,3,5,0,6,1,3,2016,5
45790,1,3,2,9,2,3,2016,5
45791,1,3,2,9,2,3,2016,5
45792,1,3,3,4,2,5,2016,28
45793,4,5,1,4,2,4,2016,26
45794,2,4,2,2,1,5,2016,26
45795,2,5,2,2,3,2,2016,23
45796,2,3,1,1,2,1,2016,22
45797,8,4,2,10,4,4,2016,21
45798,2,5,3,6,5,1,2016,20
45799,7,4,4,6,4,1,2016,16
45800,6,5,1,8,1,2,2016,13
45801,6,5,1,8,1,2,2016,13
45802,5,1,3,9,1,4,2016,4
45803,1,2,2,8,4,1,2016,4
45804,4,2,0,6,2,3,2016,4
45805,1,2,2,8,4,1,2016,4
45806,1,5,1,3,3,2,2016,4
45807,8,1,4,8,2,1,2016,4
45808,2,2,4,6,2,3,2016,4
45809,3,4,2,1,1,3,2016,4
45810,2,1,4,10,5,2,2016,4
45811,3,2,3,5,4,2,2016,4
45812,5,5,3,1,1,4,2016,4
45813,6,1,2,10,5,2,2016,4
45814,3,2,1,6,3,3,2016,4
45815,2,4,1,8,2,1,2016,4
45816,3,2,1,6,3,3,2016,4
45817,2,4,1,8,2,1,2016,4
45818,2,2,1,1,4,3,2016,31
45819,8,3,0,1,4,3,2016,30
45820,1,5,1,1,1,4,2016,30
45821,1,3,4,5,3,5,2016,29
45822,2,5,4,8,2,2,2016,24
45823,5,3,1,6,1,5,2016,23
45824,4,4,0,4,4,3,2016,22
45825,3,4,0,6,1,3,2016,22
45826,3,4,0,6,1,3,2016,22
45827,3,4,0,6,1,2,2016,22
45828,6,1,1,10,4,3,2016,21
45829,7,5,4,6,2,2,2016,21
45830,8,5,4,2,3,1,2016,20
45831,7,3,2,5,4,1,2016,16
45832,3,4,3,4,2,3,2016,13
45833,7,4,4,10,5,1,2016,3
45834,7,4,4,10,5,1,2016,3
45835,5,1,1,3,4,4,2016,3
45836,7,5,2,5,4,1,2016,3
45837,6,1,3,4,4,5,2016,3
45838,5,4,4,9,5,5,2016,29
45839,7,3,1,6,4,5,2016,28
45840,7,1,3,5,4,2,2016,26
45841,4,1,2,1,3,1,2016,24
45842,6,5,0,3,2,2,2016,24
45843,6,4,0,5,5,1,2016,20
45844,3,2,0,3,4,2,2016,18
45845,1,2,2,7,5,2,2016,18
45846,7,2,3,6,3,5,2016,18
45847,2,4,4,4,1,2,2016,17
45848,4,5,2,2,1,5,2016,17
45849,8,4,3,10,1,3,2016,16
45850,2,5,0,4,4,1,2016,15
45851,3,1,1,5,2,4,2016,15
45852,7,4,4,6,5,2,2016,14
45853,3,2,3,8,2,5,2016,13
45854,8,4,2,2,2,1,2016,13
45855,1,1,1,10,5,4,2016,2
45856,5,3,1,1,3,3,2016,2
45857,6,1,4,3,2,5,2016,2
45858,6,5,0,6,2,5,2016,2
45859,5,4,4,6,5,5,2016,2
45860,3,3,0,5,1,3,2016,2
45861,1,5,0,7,3,4,2016,2
45862,7,3,1,5,1,4,2016,2
45863,7,3,1,10,2,5,2016,29
45864,5,1,3,1,4,2,2016,26
45865,5,1,3,1,4,2,2016,26
45866,4,1,1,5,5,4,2016,25
45867,5,1,3,7,4,1,2016,23
45868,4,2,0,10,5,1,2016,22
45869,6,5,3,7,5,1,2016,21
45870,4,2,2,6,5,4,2016,20
45871,8,4,3,6,4,1,2016,19
45872,8,4,3,6,4,1,2016,19
45873,8,5,1,10,5,1,2016,19
45874,6,3,4,7,2,4,2016,18
45875,2,2,1,8,1,1,2016,13
45876,2,2,2,2,2,1,2016,13
45877,7,5,3,6,2,5,2016,1
45878,2,5,3,3,2,3,2016,1
45879,4,1,3,3,4,4,2016,1
45880,2,4,0,3,5,4,2016,1
45881,4,2,2,6,5,2,2016,1
45882,6,2,3,1,3,2,2016,1
45883,6,2,3,1,3,2,2016,1
45884,5,4,3,5,3,3,2016,1
45885,5,1,1,8,2,4,2016,1
